"2025 rates listed are subject to change until final on February 1, 2026",,,,,,,,,
CountyName,LocalUnitName,RevShareCode,City,VillageName,SchoolName,SchoolCode,TotalRate,HomesteadRate,NonHomesteadRate
Kent,Nelson,411140,0,,TRI COUNTY AREA SCHOOLS,59080,24.2886,24.2886,42.0744
Kent,Nelson,411140,0,SAND LAKE,TRI COUNTY AREA SCHOOLS,59080,41.5878,41.5878,59.3736
Kent,Oakfield,411150,0,,BELDING AREA SCHOOL DISTRICT,34080,27.0055,27.0055,45.0055
Kent,Oakfield,411150,0,,CEDAR SPRINGS PUBLIC SCHOOLS,41070,28.3221,28.3221,45.6496
Kent,Oakfield,411150,0,,ROCKFORD PUBLIC SCHOOLS,41210,29.6758,29.6758,47.6758
Kent,Oakfield,411150,0,,GREENVILLE PUBLIC SCHOOLS,59070,24.8730,24.8730,42.8730
Kent,Plainfield,411160,0,,NORTHVIEW PUBLIC SCHOOL DIST,41025,32.4003,32.4003,50.4003
Kent,Plainfield,411160,0,,COMSTOCK PARK PUBLIC SCHOOLS,41080,35.1781,35.1781,53.1781
Kent,Plainfield,411160,0,,KENOWA HILLS PUBLIC SCHOOLS,41145,28.9525,28.9525,46.9525
Kent,Plainfield,411160,0,,ROCKFORD PUBLIC SCHOOLS,41210,32.6362,32.6362,50.6362
Kent,Solon,411170,0,,CEDAR SPRINGS PUBLIC SCHOOLS,41070,27.2709,27.2709,44.5984
Kent,Solon,411170,0,,KENT CITY COMMUNITY SCHOOLS,41150,29.4843,29.4843,47.2101
Kent,Solon,411170,0,,TRI COUNTY AREA SCHOOLS,59080,22.7718,22.7718,40.5576
Kent,Solon,411170,0,,GRANT PUBLIC SCHOOL DISTRICT,62050,19.8829,19.8829,37.8829
Kent,Sparta,411180,0,,KENT CITY COMMUNITY SCHOOLS,41150,29.8893,29.8893,47.6151
Kent,Sparta,411180,0,,SPARTA AREA SCHOOLS,41240,28.8259,28.8259,46.8259
Kent,Sparta,411180,0,SPARTA,SPARTA AREA SCHOOLS,41240,40.8259,40.8259,58.8259
Kent,Spencer,411190,0,,CEDAR SPRINGS PUBLIC SCHOOLS,41070,29.4105,29.4105,46.7380
Kent,Spencer,411190,0,,GREENVILLE PUBLIC SCHOOLS,59070,25.9614,25.9614,43.9614
Kent,Spencer,411190,0,,LAKEVIEW COMMUNITY SCHOOLS,59090,28.3403,28.3403,46.3403
Kent,Tyrone,411200,0,,KENT CITY COMMUNITY SCHOOLS,41150,32.1852,32.1852,49.9110
Kent,Tyrone,411200,0,CASNOVIA,KENT CITY COMMUNITY SCHOOLS,41150,44.1852,44.1852,61.9110
Kent,Tyrone,411200,0,KENT CITY,KENT CITY COMMUNITY SCHOOLS,41150,40.1852,40.1852,57.9110
Kent,Tyrone,411200,0,,SPARTA AREA SCHOOLS,41240,31.1218,31.1218,49.1218
Kent,Tyrone,411200,0,,GRANT PUBLIC SCHOOL DISTRICT,62050,22.5838,22.5838,40.5838
Kent,Vergennes,411210,0,,LOWELL AREA SCHOOL DISTRICT,41170,29.5255,29.5255,47.2707
Kent,Cedar Springs,412010,1,,CEDAR SPRINGS PUBLIC SCHOOLS,41070,44.2153,44.2153,61.5428
Kent,East Grand Rapids,412020,1,,EAST GRAND RAPIDS PUBLIC SCH,41090,47.4995,47.4995,65.4995
Kent,Grand Rapids,412030,1,,GRAND RAPIDS CITY SCH DIST,41010,33.1249,33.1249,51.1249
Kent,Grand Rapids,412030,1,,GODWIN HEIGHTS PUBLIC SCHS,41020,34.3949,34.3949,52.3949
Kent,Grand Rapids,412030,1,,CALEDONIA COMMUNITY SCHOOLS,41050,36.2749,36.2749,54.2749
Kent,Grand Rapids,412030,1,,FOREST HILLS PUBLIC SCHOOLS,41110,36.3132,36.3132,54.3132
Kent,Grand Rapids,412030,1,,GRANDVILLE PUBLIC SCHOOLS,41130,35.6751,35.6751,53.6751
Kent,Grand Rapids,412030,1,,KENOWA HILLS PUBLIC SCHOOLS,41145,33.9449,33.9449,51.9449
Kent,Grand Rapids,412030,1,,KENTWOOD PUBLIC SCHOOLS,41160,34.8114,34.8114,52.8114
Kent,Grandville,412040,1,,WYOMING PUBLIC SCHOOLS,41026,40.1589,40.1589,58.1589
Kent,Grandville,412040,1,,GRANDVILLE PUBLIC SCHOOLS,41130,40.4496,40.4496,58.4496
Kent,Kentwood,412050,1,,CALEDONIA COMMUNITY SCHOOLS,41050,40.6863,40.6863,58.6863
Kent,Kentwood,412050,1,,FOREST HILLS PUBLIC SCHOOLS,41110,40.7246,40.7246,58.7246
Kent,Kentwood,412050,1,,KELLOGGSVILLE PUBLIC SCHOOLS,41140,41.9936,41.9936,59.9936
Kent,Kentwood,412050,1,,KENTWOOD PUBLIC SCHOOLS,41160,39.2228,39.2228,57.2228
Kent,Lowell,412060,1,,LOWELL AREA SCHOOL DISTRICT,41170,44.0208,44.0208,61.7660
Kent,Rockford,412070,1,,ROCKFORD PUBLIC SCHOOLS,41210,42.2638,42.2638,60.2638
Kent,Walker,412080,1,,COMSTOCK PARK PUBLIC SCHOOLS,41080,33.7310,33.7310,51.7310
Kent,Walker,412080,1,,GRANDVILLE PUBLIC SCHOOLS,41130,29.2356,29.2356,47.2356
Kent,Walker,412080,1,,KENOWA HILLS PUBLIC SCHOOLS,41145,27.5054,27.5054,45.5054
Kent,Wyoming,412090,1,,GRAND RAPIDS CITY SCH DIST,41010,38.4320,38.4320,56.4320
Kent,Wyoming,412090,1,,GODWIN HEIGHTS PUBLIC SCHS,41020,39.7020,39.7020,57.7020
Kent,Wyoming,412090,1,,WYOMING PUBLIC SCHOOLS,41026,40.6915,40.6915,58.6915
Kent,Wyoming,412090,1,,BYRON CENTER PUBLIC SCHOOLS,41040,42.5439,42.5439,60.5439
Kent,Wyoming,412090,1,,GODFREY LEE PUBLIC SCH DIST,41120,51.2464,51.2464,68.9896
Kent,Wyoming,412090,1,,GRANDVILLE PUBLIC SCHOOLS,41130,40.9822,40.9822,58.9822
Kent,Wyoming,412090,1,,KELLOGGSVILLE PUBLIC SCHOOLS,41140,42.8893,42.8893,60.8893
Kent,Wyoming,412090,1,,KENTWOOD PUBLIC SCHOOLS,41160,40.1185,40.1185,58.1185
Keweenaw,Allouez,421010,0,,PUBLIC SCHOOLS OF CALUMET,31030,26.5358,26.5358,44.5358
Keweenaw,Allouez,421010,0,AHMEEK,PUBLIC SCHOOLS OF CALUMET,31030,36.4873,36.4873,54.4873
Keweenaw,Eagle Harbor,421020,0,,PUBLIC SCHOOLS OF CALUMET,31030,28.7104,28.7104,46.7104
Keweenaw,Grant,421030,0,,GRANT TOWNSHIP SCHOOLS,42030,26.5714,26.5714,31.7714
Keweenaw,Houghton,421040,0,,PUBLIC SCHOOLS OF CALUMET,31030,28.5087,28.5087,46.5087
Keweenaw,Sherman,421050,0,,LAKE LINDEN HUBBELL SCH DIST,31130,31.0544,31.0544,49.0544
Lake,Chase,431010,0,,REED CITY PUBLIC SCHOOLS,67060,26.6740,26.6740,44.6740
Lake,Cherry Valley,431020,0,,BALDWIN COMMUNITY SCHOOLS,43040,27.8476,27.8476,45.8476
Lake,Dover,431030,0,,PINE RIVER AREA SCHOOLS,67055,32.4066,32.4066,50.4066
Lake,Eden,431040,0,,BALDWIN COMMUNITY SCHOOLS,43040,30.7675,30.7675,48.7675
Lake,Elk,431050,0,,BALDWIN COMMUNITY SCHOOLS,43040,29.8614,29.8614,47.8614
Lake,Elk,431050,0,,KALEVA NORMAN DICKSON SCHS,51045,31.1291,31.1291,49.1291
Lake,Ellsworth,431060,0,,PINE RIVER AREA SCHOOLS,67055,32.7260,32.7260,50.7260
Lake,Ellsworth,431060,0,LUTHER,PINE RIVER AREA SCHOOLS,67055,42.8209,42.8209,60.8209
Lake,Lake,431070,0,,BALDWIN COMMUNITY SCHOOLS,43040,28.3633,28.3633,46.3633
Lake,Lake,431070,0,,MASON COUNTY CENTRAL SD,53010,29.6633,29.6633,47.6633
Lake,Newkirk,431080,0,,BALDWIN COMMUNITY SCHOOLS,43040,30.5304,30.5304,48.5304
Lake,Newkirk,431080,0,,PINE RIVER AREA SCHOOLS,67055,32.1806,32.1806,50.1806
Lake,Newkirk,431080,0,LUTHER,PINE RIVER AREA SCHOOLS,67055,42.2755,42.2755,60.2755
Lake,Newkirk,431080,0,,CADILLAC AREA PUBLIC SCHOOLS,83010,34.7406,34.7406,52.7406
Lake,Peacock,431090,0,,BALDWIN COMMUNITY SCHOOLS,43040,27.8629,27.8629,45.8629
Lake,Pinora,431100,0,,PINE RIVER AREA SCHOOLS,67055,28.2496,28.2496,46.2496
Lake,Pinora,431100,0,,REED CITY PUBLIC SCHOOLS,67060,26.6399,26.6399,44.6399
Lake,Pleasant Plains,431110,0,,BALDWIN COMMUNITY SCHOOLS,43040,31.7393,31.7393,49.7393
Lake,Pleasant Plains,431110,0,BALDWIN,BALDWIN COMMUNITY SCHOOLS,43040,44.9917,44.9917,62.9917
Lake,Sauble,431120,0,,BALDWIN COMMUNITY SCHOOLS,43040,31.3149,31.3149,49.3149
Lake,Sauble,431120,0,,MASON COUNTY EASTERN SD,53020,32.4361,32.4361,50.4361
Lake,Sweetwater,431130,0,,BALDWIN COMMUNITY SCHOOLS,43040,27.7214,27.7214,45.7214
Lake,Sweetwater,431130,0,,MASON COUNTY CENTRAL SD,53010,29.0214,29.0214,47.0214
Lake,Sweetwater,431130,0,,MASON COUNTY EASTERN SD,53020,28.8426,28.8426,46.8426
Lake,Webber,431140,0,,BALDWIN COMMUNITY SCHOOLS,43040,31.6219,31.6219,49.6219
Lake,Webber,431140,0,BALDWIN,BALDWIN COMMUNITY SCHOOLS,43040,45.3482,45.3482,63.3482
Lake,Yates,431150,0,,BALDWIN COMMUNITY SCHOOLS,43040,33.8908,33.8908,51.8908
Lapeer,Almont,441010,0,,ALMONT COMMUNITY SCHOOLS,44020,22.2333,24.4833,42.4833
Lapeer,Almont,441010,0,ALMONT,ALMONT COMMUNITY SCHOOLS,44020,36.8173,36.8173,54.8173
Lapeer,Almont,441010,0,,DRYDEN COMMUNITY SCHOOLS,44050,23.2333,25.4833,42.6371
Lapeer,Almont,441010,0,,IMLAY CITY COMMUNITY SCHOOLS,44060,24.7333,26.9833,44.8137
Lapeer,Arcadia,441020,0,,LAPEER COMMUNITY SCHOOLS,44010,20.6206,20.6206,38.6206
Lapeer,Arcadia,441020,0,,IMLAY CITY COMMUNITY SCHOOLS,44060,23.4706,23.4706,41.3010
Lapeer,Arcadia,441020,0,,NORTH BRANCH AREA SCHOOLS,44090,25.9706,25.9706,43.9706
Lapeer,Attica,441030,0,,LAPEER COMMUNITY SCHOOLS,44010,23.7419,23.7419,41.7419
Lapeer,Attica,441030,0,,DRYDEN COMMUNITY SCHOOLS,44050,25.0919,25.0919,42.2457
Lapeer,Attica,441030,0,,IMLAY CITY COMMUNITY SCHOOLS,44060,26.5919,26.5919,44.4223
Lapeer,Burlington,441040,0,,NORTH BRANCH AREA SCHOOLS,44090,26.2015,26.2015,44.2015
Lapeer,Burlington,441040,0,,MARLETTE COMMUNITY SCHOOLS,76140,19.3779,19.3779,37.3779
Lapeer,Burlington,441040,0,CLIFFORD,MARLETTE COMMUNITY SCHOOLS,76140,33.4840,33.4840,51.4840
Lapeer,Burlington,441040,0,,KINGSTON COMMUNITY SCH DIST,79080,23.4803,23.4803,41.4803
Lapeer,Burlington,441040,0,,MAYVILLE COMMUNITY SCH DIST,79090,23.2803,23.2803,39.4392
Lapeer,Burnside,441050,0,,NORTH BRANCH AREA SCHOOLS,44090,26.1450,26.1450,44.1450
Lapeer,Burnside,441050,0,,BROWN CITY COMM SCHOOL DIST,76060,23.6574,23.6574,41.6574
Lapeer,Burnside,441050,0,,MARLETTE COMMUNITY SCHOOLS,76140,19.3214,19.3214,37.3214
Lapeer,Deerfield,441060,0,,LAKEVILLE COMM SCHOOL DIST,25280,23.5170,23.5170,41.5170
Lapeer,Deerfield,441060,0,,LAPEER COMMUNITY SCHOOLS,44010,20.7543,20.7543,38.7543
Lapeer,Deerfield,441060,0,,NORTH BRANCH AREA SCHOOLS,44090,26.1043,26.1043,44.1043
Lapeer,Dryden,441070,0,,LAPEER COMMUNITY SCHOOLS,44010,23.9305,23.9305,41.9305
Lapeer,Dryden,441070,0,,ALMONT COMMUNITY SCHOOLS,44020,24.2805,24.2805,42.2805
Lapeer,Dryden,441070,0,,DRYDEN COMMUNITY SCHOOLS,44050,25.2805,25.2805,42.4343
Lapeer,Dryden,441070,0,DRYDEN,DRYDEN COMMUNITY SCHOOLS,44050,37.1406,37.1406,54.2944
Lapeer,Dryden,441070,0,,OXFORD AREA COMM SCH DIST,63110,31.0280,31.0280,48.3435
Lapeer,Elba,441080,0,,DAVISON COMMUNITY SCHOOLS,25140,28.8716,28.8716,46.6322
Lapeer,Elba,441080,0,,LAPEER COMMUNITY SCHOOLS,44010,22.2592,22.2592,40.2592
Lapeer,Goodland,441090,0,,IMLAY CITY COMMUNITY SCHOOLS,44060,24.5162,24.5162,42.3466
Lapeer,Goodland,441090,0,,NORTH BRANCH AREA SCHOOLS,44090,27.0162,27.0162,45.0162
Lapeer,Goodland,441090,0,,BROWN CITY COMM SCHOOL DIST,76060,24.5286,24.5286,42.5286
Lapeer,Hadley,441100,0,,GOODRICH AREA SCHOOL DIST.,25050,30.0805,30.0805,48.0805
Lapeer,Hadley,441100,0,,LAPEER COMMUNITY SCHOOLS,44010,21.5678,21.5678,39.5678
Lapeer,Hadley,441100,0,,TR-LAPEER/GOODRICH,44026,30.0805,30.0805,48.0805
Lapeer,Hadley,441100,0,,OXFORD AREA COMM SCH DIST,63110,28.6653,28.6653,45.9808
Lapeer,Hadley,441100,0,,BRANDON SCHOOL DISTRICT,63180,32.9253,32.9253,50.7959
Lapeer,Imlay,441110,0,,ALMONT COMMUNITY SCHOOLS,44020,21.7820,21.7820,39.7820
Lapeer,Imlay,441110,0,,IMLAY CITY COMMUNITY SCHOOLS,44060,24.2820,24.2820,42.1124
Lapeer,Imlay,441110,0,,CAPAC COMMUNITY SCH DISTRICT,74040,25.2180,25.2180,42.4235
Lapeer,Lapeer,441120,0,,LAPEER COMMUNITY SCHOOLS,44010,21.0232,21.0232,39.0232
Lapeer,Marathon,441130,0,,LAKEVILLE COMM SCHOOL DIST,25280,23.3360,23.3360,41.3360
Lapeer,Marathon,441130,0,COLUMBIAVILLE,LAKEVILLE COMM SCHOOL DIST,25280,35.8182,35.8182,53.8182
Lapeer,Marathon,441130,0,OTTER LAKE,LAKEVILLE COMM SCHOOL DIST,25280,34.8004,34.8004,52.8004
Lapeer,Marathon,441130,0,,NORTH BRANCH AREA SCHOOLS,44090,25.9233,25.9233,43.9233
Lapeer,Mayfield,441140,0,,LAPEER COMMUNITY SCHOOLS,44010,21.0327,21.0327,39.0327
Lapeer,Metamora,441150,0,,LAPEER COMMUNITY SCHOOLS,44010,23.5869,23.5869,41.5869
Lapeer,Metamora,441150,0,METAMORA,LAPEER COMMUNITY SCHOOLS,44010,33.1985,33.1985,51.1985
Lapeer,Metamora,441150,0,,DRYDEN COMMUNITY SCHOOLS,44050,24.9369,24.9369,42.0907
Lapeer,Metamora,441150,0,,OXFORD AREA COMM SCH DIST,63110,30.6844,30.6844,47.9999
Lapeer,North Branch,441160,0,,LAPEER COMMUNITY SCHOOLS,44010,22.2826,22.2826,40.2826
Lapeer,North Branch,441160,0,,TR-BROWN CITY/N.BRANCH,44073,25.1450,25.1450,43.1450
Lapeer,North Branch,441160,0,,NORTH BRANCH AREA SCHOOLS,44090,27.6326,27.6326,45.6326
Lapeer,North Branch,441160,0,NORTH BRANCH,NORTH BRANCH AREA SCHOOLS,44090,40.8704,40.8704,58.8704
Lapeer,Oregon,441170,0,,DAVISON COMMUNITY SCHOOLS,25140,27.5428,27.5428,45.3034
Lapeer,Oregon,441170,0,,LAKEVILLE COMM SCHOOL DIST,25280,23.6931,23.6931,41.6931
Lapeer,Oregon,441170,0,,LAPEER COMMUNITY SCHOOLS,44010,20.9304,20.9304,38.9304
Lapeer,Rich,441180,0,,NORTH BRANCH AREA SCHOOLS,44090,27.9964,27.9964,45.9964
Lapeer,Rich,441180,0,,MAYVILLE COMMUNITY SCH DIST,79090,25.0752,25.0752,41.2341
Lapeer,Brown City,442005,1,,BROWN CITY COMM SCHOOL DIST,76060,39.8623,39.8623,57.8623
Lapeer,Imlay City,442010,1,,IMLAY CITY COMMUNITY SCHOOLS,44060,43.0649,43.0649,60.8953
Lapeer,Lapeer,442020,1,,LAPEER COMMUNITY SCHOOLS,44010,29.3642,29.3642,47.3642
Leelanau,Bingham,451010,0,,SUTTONS BAY PUBLIC SCH DIST,45050,19.4176,19.4176,37.0465
Leelanau,Centerville,451020,0,,GLEN LAKE COMMUNITY SCH DIST,45010,16.8033,16.8033,31.8729
Leelanau,Centerville,451020,0,,LELAND PUBLIC SCHOOL DIST,45020,19.3170,19.3170,30.2183
Leelanau,Cleveland,451030,0,,GLEN LAKE COMMUNITY SCH DIST,45010,17.5621,17.5621,32.6317
Leelanau,Cleveland,451030,0,,LELAND PUBLIC SCHOOL DIST,45020,20.0758,20.0758,30.9771
Leelanau,Elmwood,451040,0,,TRAVERSE CITY SCHOOL DIST.,28010,19.8269,19.8269,37.8269
Leelanau,Elmwood,451040,0,,SUTTONS BAY PUBLIC SCH DIST,45050,18.7205,18.7205,36.3494
Leelanau,Empire,451050,0,,GLEN LAKE COMMUNITY SCH DIST,45010,19.8715,19.8715,34.9411
Leelanau,Empire,451050,0,EMPIRE,GLEN LAKE COMMUNITY SCH DIST,45010,26.5378,26.5378,41.6074
Leelanau,Glen Arbor,451060,0,,GLEN LAKE COMMUNITY SCH DIST,45010,17.6516,20.3516,35.4212
Leelanau,Kasson,451070,0,,GLEN LAKE COMMUNITY SCH DIST,45010,17.3953,17.3953,32.4649
Leelanau,Leelanau,451080,0,,LELAND PUBLIC SCHOOL DIST,45020,21.5405,21.5405,32.4418
Leelanau,Leelanau,451080,0,,NORTHPORT PUBLIC SCHOOL DIST,45040,18.5568,18.5568,31.9448
Leelanau,Leelanau,451080,0,NORTHPORT,NORTHPORT PUBLIC SCHOOL DIST,45040,26.3558,26.3558,39.7438
Leelanau,Leelanau,451080,0,,SUTTONS BAY PUBLIC SCH DIST,45050,20.5504,20.5504,38.1793
Leelanau,Leland,451090,0,,LELAND PUBLIC SCHOOL DIST,45020,21.1352,21.1352,32.0365
Leelanau,Leland,451090,0,,SUTTONS BAY PUBLIC SCH DIST,45050,20.1451,20.1451,37.7740
Leelanau,Solon,451100,0,,TRAVERSE CITY SCHOOL DIST.,28010,19.6982,19.6982,37.6982
Leelanau,Solon,451100,0,,GLEN LAKE COMMUNITY SCH DIST,45010,17.0682,17.0682,32.1378
Leelanau,Suttons Bay,451110,0,,LELAND PUBLIC SCHOOL DIST,45020,20.7286,20.7286,31.6299
Leelanau,Suttons Bay,451110,0,,NORTHPORT PUBLIC SCHOOL DIST,45040,17.7449,17.7449,31.1329
Leelanau,Suttons Bay,451110,0,,SUTTONS BAY PUBLIC SCH DIST,45050,19.7385,19.7385,37.3674
Leelanau,Suttons Bay,451110,0,SUTTONS BAY,SUTTONS BAY PUBLIC SCH DIST,45050,28.3436,28.3436,45.9725
Leelanau,Traverse City,452010,1,,TRAVERSE CITY SCHOOL DIST.,28010,32.9402,32.9402,50.9402
Lenawee,Adrian,461010,0,,ADRIAN CITY SCHOOL DISTRICT,46010,27.5190,27.5190,45.5190
Lenawee,Adrian,461010,0,,MADISON SCHOOL DISTRICT,46090,25.4190,25.4190,43.4190
Lenawee,Adrian,461010,0,,ONSTED COMMUNITY SCHOOLS,46110,26.4690,26.4690,44.4690
Lenawee,Adrian,461010,0,,TECUMSEH PUBLIC SCHOOLS,46140,27.3526,27.3526,45.3526
Lenawee,Blissfield,461020,0,,BLISSFIELD COMMUNITY SCHOOLS,46040,30.8570,30.8570,48.8570
Lenawee,Blissfield,461020,0,BLISSFIELD,BLISSFIELD COMMUNITY SCHOOLS,46040,46.3103,46.3103,64.3103
Lenawee,Blissfield,461020,0,,BRITTON DEERFIELD SCHOOLS (DEERFIELD DEBT),46070,26.6070,26.6070,44.6070
Lenawee,Cambridge,461030,0,,COLUMBIA SCHOOL DISTRICT,38040,27.0756,27.0756,45.0756
Lenawee,Cambridge,461030,0,,ONSTED COMMUNITY SCHOOLS,46110,27.0047,27.0047,45.0047
Lenawee,Cambridge,461030,0,ONSTED,ONSTED COMMUNITY SCHOOLS,46110,37.1861,37.1861,55.1861
Lenawee,Clinton,461040,0,,CLINTON COMMUNITY SCHOOLS,46060,29.9823,29.9823,47.9823
Lenawee,Clinton,461040,0,CLINTON,CLINTON COMMUNITY SCHOOLS,46060,40.9123,40.9123,58.9123
Lenawee,Clinton,461040,0,,TECUMSEH PUBLIC SCHOOLS,46140,28.4205,28.4205,46.4205
Lenawee,Deerfield,461050,0,,BLISSFIELD COMMUNITY SCHOOLS,46040,30.9810,30.9810,48.9810
Lenawee,Deerfield,461050,0,,BRITTON DEERFIELD SCHOOLS (DEERFIELD DEBT),46070,27.9810,27.9810,45.9810
Lenawee,Deerfield,461050,0,DEERFIELD,BRITTON DEERFIELD SCHOOLS (DEERFIELD DEBT),46070,40.4130,40.4130,58.4130
Lenawee,Dover,461060,0,,ADRIAN CITY SCHOOL DISTRICT,46010,28.6972,28.6972,46.6972
Lenawee,Dover,461060,0,,HUDSON AREA SCHOOLS,46080,26.9851,26.9851,44.9851
Lenawee,Dover,461060,0,CLAYTON,HUDSON AREA SCHOOLS,46080,36.8372,36.8372,54.8372
Lenawee,Dover,461060,0,,MORENCI AREA SCHOOLS,46100,31.5572,31.5572,49.5572
Lenawee,Dover,461060,0,,ONSTED COMMUNITY SCHOOLS,46110,27.6472,27.6472,45.6472
Lenawee,Dover,461060,0,,SAND CREEK COMMUNITY SCHOOLS,46130,25.4324,25.4324,43.4324
Lenawee,Fairfield,461070,0,,MORENCI AREA SCHOOLS,46100,32.6355,32.6355,50.6355
Lenawee,Fairfield,461070,0,,SAND CREEK COMMUNITY SCHOOLS,46130,26.5107,26.5107,44.5107
Lenawee,Franklin,461080,0,,ADRIAN CITY SCHOOL DISTRICT,46010,26.0679,28.5679,46.5679
Lenawee,Franklin,461080,0,,CLINTON COMMUNITY SCHOOLS,46060,26.7179,29.2179,47.2179
Lenawee,Franklin,461080,0,,ONSTED COMMUNITY SCHOOLS,46110,25.0179,27.5179,45.5179
Lenawee,Franklin,461080,0,,TECUMSEH PUBLIC SCHOOLS,46140,25.9015,28.4015,46.4015
Lenawee,Hudson,461090,0,,HUDSON AREA SCHOOLS,46080,28.5233,28.5233,46.5233
Lenawee,Hudson,461090,0,CLAYTON,HUDSON AREA SCHOOLS,46080,38.3754,38.3754,56.3754
Lenawee,Hudson,461090,0,,MORENCI AREA SCHOOLS,46100,33.2433,33.2433,51.2433
Lenawee,Macon,461100,0,,BRITTON DEERFIELD SCHOOLS,46050,28.2229,28.2229,46.2229
Lenawee,Macon,461100,0,,CLINTON COMMUNITY SCHOOLS,46060,29.4729,29.4729,47.4729
Lenawee,Macon,461100,0,,TECUMSEH PUBLIC SCHOOLS,46140,28.6565,28.6565,46.6565
Lenawee,Madison,461110,0,,ADRIAN CITY SCHOOL DISTRICT,46010,30.4468,30.4468,48.4468
Lenawee,Madison,461110,0,,MADISON SCHOOL DISTRICT,46090,28.3468,28.3468,46.3468
Lenawee,Madison,461110,0,,SAND CREEK COMMUNITY SCHOOLS,46130,27.1820,27.1820,45.1820
Lenawee,Medina,461120,0,,WALDRON AREA SCHOOLS,30080,26.1983,26.1983,44.1983
Lenawee,Medina,461120,0,,HUDSON AREA SCHOOLS,46080,28.5460,28.5460,46.5460
Lenawee,Medina,461120,0,,MORENCI AREA SCHOOLS,46100,33.7546,33.7546,51.7546
Lenawee,Ogden,461130,0,,BLISSFIELD COMMUNITY SCHOOLS,46040,29.4833,29.4833,47.4833
Lenawee,Ogden,461130,0,,SAND CREEK COMMUNITY SCHOOLS,46130,25.0685,25.0685,43.0685
Lenawee,Palmyra,461140,0,,ADRIAN CITY SCHOOL DISTRICT,46010,28.3187,28.3187,46.3187
Lenawee,Palmyra,461140,0,,BLISSFIELD COMMUNITY SCHOOLS,46040,28.8710,28.8710,46.8710
Lenawee,Palmyra,461140,0,BLISSFIELD,BLISSFIELD COMMUNITY SCHOOLS,46040,44.3243,44.3243,62.3243
Lenawee,Palmyra,461140,0,,MADISON SCHOOL DISTRICT,46090,26.2187,26.2187,44.2187
Lenawee,Palmyra,461140,0,,SAND CREEK COMMUNITY SCHOOLS,46130,25.0539,25.0539,43.0539
Lenawee,Raisin,461150,0,,ADRIAN CITY SCHOOL DISTRICT,46010,28.7859,28.7859,46.7859
Lenawee,Raisin,461150,0,,BLISSFIELD COMMUNITY SCHOOLS,46040,28.6859,28.6859,46.6859
Lenawee,Raisin,461150,0,,BRITTON DEERFIELD SCHOOLS,46050,28.1859,28.1859,46.1859
Lenawee,Raisin,461150,0,,TECUMSEH PUBLIC SCHOOLS,46140,28.6195,28.6195,46.6195
Lenawee,Ridgeway,461160,0,,BLISSFIELD COMMUNITY SCHOOLS,46040,30.7310,30.7310,48.7310
Lenawee,Ridgeway,461160,0,,BRITTON DEERFIELD SCHOOLS,46050,30.2310,30.2310,48.2310
Lenawee,Ridgeway,461160,0,BRITTON,BRITTON DEERFIELD SCHOOLS,46050,39.6507,39.6507,57.6507
Lenawee,Ridgeway,461160,0,,BRITTON DEERFIELD SCHOOLS (DEERFIELD DEBT),46070,27.7310,27.7310,45.7310
Lenawee,Ridgeway,461160,0,,TECUMSEH PUBLIC SCHOOLS,46140,30.6646,30.6646,48.6646
Lenawee,Ridgeway,461160,0,,DUNDEE COMMUNITY SCHOOLS,58050,28.9334,28.9334,46.9334
Lenawee,Riga,461170,0,,BLISSFIELD COMMUNITY SCHOOLS,46040,31.3822,31.3822,49.3822
Lenawee,Riga,461170,0,BLISSFIELD,BLISSFIELD COMMUNITY SCHOOLS,46040,46.8355,46.8355,64.8355
Lenawee,Riga,461170,0,,WHITEFORD AGR SCHOOL DIST,58110,27.5346,27.5346,45.5346
Lenawee,Rollin,461180,0,,ADDISON COMMUNITY SCHOOLS,46020,24.1510,24.1510,41.7892
Lenawee,Rollin,461180,0,ADDISON,ADDISON COMMUNITY SCHOOLS,46020,31.7983,31.7983,49.4365
Lenawee,Rollin,461180,0,,HUDSON AREA SCHOOLS,46080,25.7389,25.7389,43.7389
Lenawee,Rollin,461180,0,,ONSTED COMMUNITY SCHOOLS,46110,26.4010,26.4010,44.4010
Lenawee,Rome,461190,0,,ADRIAN CITY SCHOOL DISTRICT,46010,27.7679,27.7679,45.7679
Lenawee,Rome,461190,0,,ONSTED COMMUNITY SCHOOLS,46110,26.7179,26.7179,44.7179
Lenawee,Seneca,461200,0,,MORENCI AREA SCHOOLS,46100,31.7794,31.7794,49.7794
Lenawee,Seneca,461200,0,,SAND CREEK COMMUNITY SCHOOLS,46130,24.4204,24.4204,42.4204
Lenawee,Tecumseh,461210,0,,CLINTON COMMUNITY SCHOOLS,46060,26.9373,26.9373,44.9373
Lenawee,Tecumseh,461210,0,,TECUMSEH PUBLIC SCHOOLS,46140,26.1209,26.1209,44.1209
Lenawee,Woodstock,461220,0,,COLUMBIA SCHOOL DISTRICT,38040,26.8898,26.8898,44.8898
Lenawee,Woodstock,461220,0,CEMENT CITY,COLUMBIA SCHOOL DISTRICT,38040,36.5019,36.5019,54.5019
Lenawee,Woodstock,461220,0,,ADDISON COMMUNITY SCHOOLS,46020,24.5689,24.5689,42.2071
Lenawee,Woodstock,461220,0,ADDISON,ADDISON COMMUNITY SCHOOLS,46020,32.2162,32.2162,49.8544
