"2025 rates listed are subject to change until final on February 1, 2026",,,,,,,,,
CountyName,LocalUnitName,RevShareCode,City,VillageName,SchoolName,SchoolCode,TotalRate,HomesteadRate,NonHomesteadRate
Cheboygan,Ellis,161050,0,,WOLVERINE COMM SCHOOL DIST,16100,21.9622,21.9622,39.9622
Cheboygan,Forest,161060,0,,ONAWAY AREA COMM SCHOOL DIST,71050,18.5026,18.5026,36.5026
Cheboygan,Grant,161070,0,,CHEBOYGAN AREA SCHOOLS,16015,21.5799,21.5799,39.4969
Cheboygan,Hebron,161080,0,,CHEBOYGAN AREA SCHOOLS,16015,23.5863,23.5863,41.5033
Cheboygan,Hebron,161080,0,,MACKINAW CITY PUBLIC SCHOOLS,16070,22.5402,22.5402,40.3036
Cheboygan,Hebron,161080,0,,PELLSTON PUBLIC SCHOOL DIST,24040,23.9302,23.9302,41.9302
Cheboygan,Inverness,161090,0,,CHEBOYGAN AREA SCHOOLS,16015,22.6036,22.6036,40.5206
Cheboygan,Koehler,161100,0,,INLAND LAKES SCHOOL DISTRICT,16050,21.5885,21.5885,39.2483
Cheboygan,Mackinaw,161110,0,,MACKINAW CITY PUBLIC SCHOOLS,16070,20.1042,20.1042,37.8676
Cheboygan,Mackinaw,161110,0,MACKINAW CITY,MACKINAW CITY PUBLIC SCHOOLS,16070,36.7369,36.7369,54.5003
Cheboygan,Mentor,161120,0,,INLAND LAKES SCHOOL DISTRICT,16050,19.6675,19.6675,37.3273
Cheboygan,Mentor,161120,0,,WOLVERINE COMM SCHOOL DIST,16100,20.5275,20.5275,38.5275
Cheboygan,Mullett,161130,0,,CHEBOYGAN AREA SCHOOLS,16015,21.9948,21.9948,39.9118
Cheboygan,Mullett,161130,0,,INLAND LAKES SCHOOL DISTRICT,16050,21.4993,21.4993,39.1591
Cheboygan,Munro,161140,0,,CHEBOYGAN AREA SCHOOLS,16015,22.6329,22.6329,40.5499
Cheboygan,Munro,161140,0,,PELLSTON PUBLIC SCHOOL DIST,24040,22.9768,22.9768,40.9768
Cheboygan,Nunda,161150,0,,WOLVERINE COMM SCHOOL DIST,16100,22.7547,22.7547,40.7547
Cheboygan,Nunda,161150,0,WOLVERINE,WOLVERINE COMM SCHOOL DIST,16100,34.0686,34.0686,52.0686
Cheboygan,Tuscarora,161160,0,,INLAND LAKES SCHOOL DISTRICT,16050,19.7433,25.0941,42.7539
Cheboygan,Walker,161170,0,,INLAND LAKES SCHOOL DISTRICT,16050,20.0896,20.0896,37.7494
Cheboygan,Waverly,161180,0,,ONAWAY AREA COMM SCHOOL DIST,71050,18.7201,18.7201,36.7201
Cheboygan,Wilmot,161190,0,,WOLVERINE COMM SCHOOL DIST,16100,22.0222,23.1222,41.1222
Cheboygan,Wilmot,161190,0,WOLVERINE,WOLVERINE COMM SCHOOL DIST,16100,33.3361,34.4361,52.4361
Cheboygan,Wilmot,161190,0,,VANDERBILT AREA SCHOOL,69040,21.0360,22.1360,40.1360
Cheboygan,Cheboygan,162010,1,,CHEBOYGAN AREA SCHOOLS,16015,35.1165,40.1165,58.0335
Chippewa,Bay Mills,171010,0,,BRIMLEY AREA SCHOOLS,17140,22.5150,22.5150,40.5150
Chippewa,Bruce,171020,0,,SAULT STE MARIE AREA SCHOOLS,17010,25.9819,25.9819,43.9819
Chippewa,Bruce,171020,0,,PICKFORD PUBLIC SCHOOLS,17090,30.0319,30.0319,48.0319
Chippewa,Chippewa,171030,0,,BRIMLEY AREA SCHOOLS,17140,23.1554,23.1554,41.1554
Chippewa,Dafter,171040,0,,SAULT STE MARIE AREA SCHOOLS,17010,24.1055,24.1055,42.1055
Chippewa,Dafter,171040,0,,RUDYARD AREA SCHOOLS,17110,26.2555,26.2555,44.2109
Chippewa,Dafter,171040,0,,BRIMLEY AREA SCHOOLS,17140,25.1555,25.1555,43.1555
Chippewa,Detour,171050,0,,DETOUR AREA SCHOOLS,17050,25.8814,25.8814,43.8814
Chippewa,Detour,171050,0,DE TOUR,DETOUR AREA SCHOOLS,17050,34.4416,34.4416,52.4416
Chippewa,Drummond,171060,0,,DETOUR AREA SCHOOLS,17050,25.3488,25.3488,43.3488
Chippewa,Hulbert,171070,0,,TAHQUAMENON AREA SCHOOLS,48040,30.0362,30.0362,47.6151
Chippewa,Kinross,171080,0,,RUDYARD AREA SCHOOLS,17110,32.4499,32.4499,50.4053
Chippewa,Pickford,171090,0,,PICKFORD PUBLIC SCHOOLS,17090,32.0721,32.0721,50.0721
Chippewa,Raber,171100,0,,DETOUR AREA SCHOOLS,17050,28.0379,28.0379,46.0379
Chippewa,Raber,171100,0,,PICKFORD PUBLIC SCHOOLS,17090,31.7555,31.7555,49.7555
Chippewa,Raber,171100,0,,LES CHENEAUX COMM SCH DIST,49040,27.7555,27.7555,45.7555
Chippewa,Rudyard,171110,0,,RUDYARD AREA SCHOOLS,17110,30.5874,30.5874,48.5428
Chippewa,Soo,171120,0,,SAULT STE MARIE AREA SCHOOLS,17010,22.1126,22.1126,40.1126
Chippewa,Sugar Island,171130,0,,SAULT STE MARIE AREA SCHOOLS,17010,30.8981,30.8981,48.8981
Chippewa,Superior,171140,0,,BRIMLEY AREA SCHOOLS,17140,23.1633,23.1633,41.1633
Chippewa,Trout Lake,171150,0,,RUDYARD AREA SCHOOLS,17110,26.1484,26.1484,44.1038
Chippewa,Whitefish,171160,0,,WHITEFISH SCHOOLS,17160,26.6647,26.6647,44.3356
Chippewa,Sault Sainte Marie,172010,1,,SAULT STE MARIE AREA SCHOOLS,17010,43.9009,43.9009,61.9009
Clare,Arthur,181010,0,,CLARE PUBLIC SCHOOLS,18010,22.9875,23.8875,41.8875
Clare,Arthur,181010,0,,HARRISON COMMUNITY SCHOOLS,18060,23.4875,24.3875,42.0445
Clare,Arthur,181010,0,,BEAVERTON RURAL SCHOOLS,26010,22.6875,23.5875,41.4884
Clare,Arthur,181010,0,,GLADWIN COMMUNITY SCHOOLS,26040,20.7375,21.6375,39.4341
Clare,Franklin,181020,0,,HARRISON COMMUNITY SCHOOLS,18060,23.1438,23.1438,40.8008
Clare,Freeman,181030,0,,FARWELL AREA SCHOOLS,18020,24.1258,24.8758,42.5102
Clare,Freeman,181030,0,,EVART PUBLIC SCHOOLS,67020,23.6496,24.3996,42.3996
Clare,Frost,181040,0,,HARRISON COMMUNITY SCHOOLS,18060,24.5855,24.5855,42.2425
Clare,Garfield,181050,0,,FARWELL AREA SCHOOLS,18020,20.6134,23.7634,41.3978
Clare,Grant,181060,0,,CLARE PUBLIC SCHOOLS,18010,24.2285,24.2285,42.2285
Clare,Grant,181060,0,,FARWELL AREA SCHOOLS,18020,23.9233,23.9233,41.5577
Clare,Greenwood,181070,0,,HARRISON COMMUNITY SCHOOLS,18060,24.1511,24.1511,41.8081
Clare,Hamilton,181080,0,,HARRISON COMMUNITY SCHOOLS,18060,22.4673,22.4673,40.1243
Clare,Hamilton,181080,0,,GLADWIN COMMUNITY SCHOOLS,26040,19.7173,19.7173,37.5139
Clare,Hatton,181090,0,,CLARE PUBLIC SCHOOLS,18010,21.7241,21.7241,39.7241
Clare,Hatton,181090,0,,HARRISON COMMUNITY SCHOOLS,18060,22.2241,22.2241,39.8811
Clare,Hayes,181100,0,,HARRISON COMMUNITY SCHOOLS,18060,24.5265,24.5265,42.1835
Clare,Lincoln,181110,0,,FARWELL AREA SCHOOLS,18020,25.5441,25.5441,43.1785
Clare,Redding,181120,0,,MARION PUBLIC SCHOOLS,67050,23.3438,24.3384,42.3384
Clare,Sheridan,181130,0,,CLARE PUBLIC SCHOOLS,18010,20.9585,20.9585,38.9585
Clare,Summerfield,181140,0,,HARRISON COMMUNITY SCHOOLS,18060,24.6602,24.6602,42.3172
Clare,Surrey,181150,0,,FARWELL AREA SCHOOLS,18020,22.3886,25.3886,43.0230
Clare,Surrey,181150,0,FARWELL,FARWELL AREA SCHOOLS,18020,35.7976,38.7976,56.4320
Clare,Winterfield,181160,0,,HARRISON COMMUNITY SCHOOLS,18060,23.7102,23.7102,41.3672
Clare,Winterfield,181160,0,,MCBAIN RURAL AGR SCHOOL DIST,57030,26.0874,26.0874,44.0874
Clare,Winterfield,181160,0,,MARION PUBLIC SCHOOLS,67050,25.6485,25.6485,43.6485
Clare,Clare,182010,1,,CLARE PUBLIC SCHOOLS,18010,43.3370,43.3370,61.3370
Clare,Harrison,182020,1,,HARRISON COMMUNITY SCHOOLS,18060,37.7382,37.7382,55.3952
Clinton,Bath,191010,0,,BATH COMMUNITY SCHOOLS,19100,36.9540,36.9540,54.9540
Clinton,Bath,191010,0,,EAST LANSING SCHOOL DISTRICT,33010,38.7573,38.7573,56.7573
Clinton,Bath,191010,0,,HASLETT PUBLIC SCHOOLS,33060,41.7233,41.7233,59.7233
Clinton,Bath,191010,0,,LAINGSBURG COMM SCHOOL DIST,78040,37.9343,37.9343,55.9343
Clinton,Bengal,191020,0,,FOWLER PUBLIC SCHOOLS,19070,29.8207,29.8207,47.8207
Clinton,Bengal,191020,0,,TR-FOWLER,19071,31.4407,31.4407,49.4407
Clinton,Bengal,191020,0,,PEWAMO WESTPHALIA COMM SCHS,19125,30.1707,30.1707,48.1707
Clinton,Bengal,191020,0,,ST JOHNS PUBLIC SCHOOLS,19140,30.1555,30.1555,48.1555
Clinton,Bingham,191030,0,,ST JOHNS PUBLIC SCHOOLS,19140,27.7781,27.7781,45.7781
Clinton,Dallas,191040,0,,FOWLER PUBLIC SCHOOLS,19070,26.6727,26.6727,44.6727
Clinton,Dallas,191040,0,FOWLER,FOWLER PUBLIC SCHOOLS,19070,34.6727,34.6727,52.6727
Clinton,Dallas,191040,0,,PEWAMO WESTPHALIA COMM SCHS,19125,27.0227,27.0227,45.0227
Clinton,Dewitt,191050,0,,DEWITT PUBLIC SCHOOLS,19010,38.2039,38.2039,56.2039
Clinton,Dewitt,191050,0,,BATH COMMUNITY SCHOOLS,19100,36.1532,36.1532,54.1532
Clinton,Dewitt,191050,0,,TR-ST JOHNS/DEWITT DEBT,19141,33.2610,33.2610,51.2610
Clinton,Dewitt,191050,0,,EAST LANSING SCHOOL DISTRICT,33010,37.9565,37.9565,55.9565
Clinton,Dewitt,191050,0,,LANSING PUBLIC SCHOOL DIST,33020,36.4278,36.4278,53.8756
Clinton,Dewitt,191050,0,,TR-LANSING,33023,41.2278,41.2278,58.6756
Clinton,Duplain,191060,0,,OVID ELSIE AREA SCHOOLS,19120,31.0328,31.0328,49.0328
Clinton,Duplain,191060,0,ELSIE,OVID ELSIE AREA SCHOOLS,19120,44.4129,44.4129,62.4129
Clinton,Duplain,191060,0,,ST JOHNS PUBLIC SCHOOLS,19140,30.2328,30.2328,48.2328
Clinton,Eagle,191070,0,,PEWAMO WESTPHALIA COMM SCHS,19125,25.7974,29.2974,47.2974
Clinton,Eagle,191070,0,,GRAND LEDGE PUBLIC SCHOOLS,23060,30.2569,33.7569,51.7569
Clinton,Eagle,191070,0,,PORTLAND PUBLIC SCHOOL DIST,34110,27.3402,30.8402,48.8240
Clinton,Eagle,191070,0,EAGLE,PORTLAND PUBLIC SCHOOL DIST,34110,32.6462,36.1462,54.1300
Clinton,Essex,191080,0,,FOWLER PUBLIC SCHOOLS,19070,25.9444,25.9444,43.9444
Clinton,Essex,191080,0,,ST JOHNS PUBLIC SCHOOLS,19140,26.2792,26.2792,44.2792
Clinton,Essex,191080,0,,FULTON SCHOOLS,29050,24.7812,24.7812,42.4958
Clinton,Essex,191080,0,MAPLE RAPIDS,FULTON SCHOOLS,29050,37.5030,37.5030,55.2176
Clinton,Greenbush,191090,0,,OVID ELSIE AREA SCHOOLS,19120,26.8447,26.8447,44.8447
Clinton,Greenbush,191090,0,,ST JOHNS PUBLIC SCHOOLS,19140,26.7795,26.7795,44.7795
Clinton,Lebanon,191100,0,,FOWLER PUBLIC SCHOOLS,19070,27.4264,27.4264,45.4264
Clinton,Lebanon,191100,0,,PEWAMO WESTPHALIA COMM SCHS,19125,27.7764,27.7764,45.7764
Clinton,Lebanon,191100,0,,FULTON SCHOOLS,29050,26.2632,26.2632,43.9778
Clinton,Lebanon,191100,0,,CARSON CITY CRYSTAL AREA SD,59020,26.2656,26.2656,43.9484
Clinton,Lebanon,191100,0,HUBBARDSTON,CARSON CITY CRYSTAL AREA SD,59020,36.2656,36.2656,53.9484
Clinton,Olive,191110,0,,DEWITT PUBLIC SCHOOLS,19010,31.8108,31.8108,49.8108
Clinton,Olive,191110,0,,BATH COMMUNITY SCHOOLS,19100,29.7601,29.7601,47.7601
Clinton,Olive,191110,0,,ST JOHNS PUBLIC SCHOOLS,19140,25.7845,25.7845,43.7845
Clinton,Olive,191110,0,,LAINGSBURG COMM SCHOOL DIST,78040,30.7404,30.7404,48.7404
Clinton,Ovid,191120,0,,OVID ELSIE AREA SCHOOLS,19120,28.8621,28.8621,46.8621
Clinton,Ovid,191120,0,,ST JOHNS PUBLIC SCHOOLS,19140,28.0621,28.0621,46.0621
Clinton,Riley,191130,0,,FOWLER PUBLIC SCHOOLS,19070,26.4222,26.4222,44.4222
Clinton,Riley,191130,0,,PEWAMO WESTPHALIA COMM SCHS,19125,26.7722,26.7722,44.7722
Clinton,Riley,191130,0,,TR-P-W,19128,28.3922,28.3922,46.3922
Clinton,Riley,191130,0,,ST JOHNS PUBLIC SCHOOLS,19140,26.7570,26.7570,44.7570
Clinton,Riley,191130,0,,GRAND LEDGE PUBLIC SCHOOLS,23060,31.2317,31.2317,49.2317
Clinton,Riley,191130,0,,TR-GRAND LEDGE,23069,32.8517,32.8517,50.8517
Clinton,Victor,191140,0,,BATH COMMUNITY SCHOOLS,19100,34.2143,34.2143,52.2143
Clinton,Victor,191140,0,,OVID ELSIE AREA SCHOOLS,19120,30.3039,30.3039,48.3039
Clinton,Victor,191140,0,,ST JOHNS PUBLIC SCHOOLS,19140,30.2387,30.2387,48.2387
Clinton,Victor,191140,0,,LAINGSBURG COMM SCHOOL DIST,78040,35.1946,35.1946,53.1946
Clinton,Victor,191140,0,,TR-LAINGSBURG/BATH DEBT,78042,35.1946,35.1946,53.1946
Clinton,Watertown,191150,0,,DEWITT PUBLIC SCHOOLS,19010,37.6001,37.6001,55.6001
Clinton,Watertown,191150,0,,TR-DEWITT #2,19011,27.6001,27.6001,27.6001
Clinton,Watertown,191150,0,,TR-DEWITT #3,19012,27.6001,27.6001,27.6001
Clinton,Watertown,191150,0,,TR-DEWITT #4  WAVERLY DEBT,19013,27.6001,27.6001,27.6001
Clinton,Watertown,191150,0,,TR-DEWITT #5,19015,27.6001,27.6001,27.6001
Clinton,Watertown,191150,0,,ST JOHNS PUBLIC SCHOOLS,19140,30.8390,30.8390,48.8390
Clinton,Watertown,191150,0,,TR-ST JOHNS #2,19148,23.8390,23.8390,23.8390
Clinton,Watertown,191150,0,,GRAND LEDGE PUBLIC SCHOOLS,23060,35.0892,35.0892,53.0892
Clinton,Watertown,191150,0,,LANSING PUBLIC SCHOOL DIST,33020,35.8240,35.8240,53.2718
Clinton,Watertown,191150,0,,WAVERLY SCHOOLS,33215,39.3820,39.3820,53.6136
Clinton,Westphalia,191160,0,,PEWAMO WESTPHALIA COMM SCHS,19125,27.7466,27.7466,45.7466
Clinton,Westphalia,191160,0,WESTPHALIA,PEWAMO WESTPHALIA COMM SCHS,19125,37.8757,37.8757,55.8757
Clinton,Westphalia,191160,0,,ST JOHNS PUBLIC SCHOOLS,19140,27.7314,27.7314,45.7314
Clinton,Westphalia,191160,0,,GRAND LEDGE PUBLIC SCHOOLS,23060,32.2061,32.2061,50.2061
Clinton,Westphalia,191160,0,,PORTLAND PUBLIC SCHOOL DIST,34110,29.2894,29.2894,47.2732
Clinton,Dewitt,192010,1,,DEWITT PUBLIC SCHOOLS,19010,44.7825,44.7825,62.7825
Clinton,East Lansing,192020,1,,BATH COMMUNITY SCHOOLS,19100,47.4201,47.4201,65.4201
Clinton,East Lansing,192020,1,,EAST LANSING SCHOOL DISTRICT,33010,49.2234,49.2234,67.2234
Clinton,East Lansing,192020,1,,LANSING PUBLIC SCHOOL DIST,33020,47.6947,47.6947,65.1425
Clinton,Grand Ledge,192025,1,,GRAND LEDGE PUBLIC SCHOOLS,23060,45.4108,45.4108,63.4108
Clinton,Lansing,192027,1,,LANSING PUBLIC SCHOOL DIST,33020,53.9054,53.9054,71.3532
Clinton,Ovid,192029,1,,OVID ELSIE AREA SCHOOLS,19120,42.4396,42.4396,60.4396
Clinton,St Johns,192030,1,,ST JOHNS PUBLIC SCHOOLS,19140,38.7194,38.7194,56.7194
Crawford,Beaver Creek,201010,0,,CRAWFORD AUSABLE SCHOOLS,20015,24.9606,24.9606,42.5382
Crawford,Beaver Creek,201010,0,,ROSCOMMON SCHOOL DIST,72010,22.6606,22.6606,40.6606
Crawford,Frederic,201020,0,,CRAWFORD AUSABLE SCHOOLS,20015,30.8350,30.8350,48.4126
Crawford,Grayling,201030,0,,CRAWFORD AUSABLE SCHOOLS,20015,26.0021,26.0021,43.5797
Crawford,Lovells,201040,0,,CRAWFORD AUSABLE SCHOOLS,20015,24.9815,25.9048,43.4824
Crawford,Maple Forest,201050,0,,CRAWFORD AUSABLE SCHOOLS,20015,25.9954,25.9954,43.5730
Crawford,Maple Forest,201050,0,,GAYLORD COMMUNITY SCHOOLS,69020,24.3014,24.3014,42.2924
Crawford,South Branch,201060,0,,ROSCOMMON SCHOOL DIST,72010,24.6027,29.3527,47.3527
Crawford,Grayling,202010,1,,CRAWFORD AUSABLE SCHOOLS,20015,42.0066,42.0066,59.5842
Delta,Baldwin,211010,0,,MID PENINSULA SCHOOL DIST.,21135,25.3300,25.3300,43.1181
Delta,Bark River,211020,0,,BARK RIVER HARRIS SCH DIST,21090,25.2726,25.2726,43.2726
Delta,Bay De Noc,211030,0,,RAPID RIVER PUBLIC SCHOOLS,21060,29.9413,29.9413,47.9413
Delta,Brampton,211040,0,,GLADSTONE AREA SCHOOLS,21025,23.3303,23.3303,41.3303
Delta,Cornell,211050,0,,ESCANABA AREA PUBLIC SCHOOLS,21010,27.1441,27.1441,44.8803
Delta,Ensign,211060,0,,RAPID RIVER PUBLIC SCHOOLS,21060,29.4761,29.4761,47.4761
Delta,Escanaba,211070,0,,GLADSTONE AREA SCHOOLS,21025,22.3591,22.3591,40.3591
Delta,Fairbanks,211080,0,,BIG BAY DE NOC SCHOOL DIST,21065,24.0912,24.0912,42.0912
Delta,Ford River,211090,0,,ESCANABA AREA PUBLIC SCHOOLS,21010,24.5839,24.5839,42.3201
Delta,Garden,211100,0,,BIG BAY DE NOC SCHOOL DIST,21065,26.0413,26.0413,44.0413
Delta,Garden,211100,0,GARDEN,BIG BAY DE NOC SCHOOL DIST,21065,32.6981,32.6981,50.6981
Delta,Maple Ridge,211110,0,,MID PENINSULA SCHOOL DIST.,21135,23.1890,23.1890,40.9771
Delta,Masonville,211120,0,,RAPID RIVER PUBLIC SCHOOLS,21060,29.2445,29.2445,47.2445
Delta,Nahma,211130,0,,BIG BAY DE NOC SCHOOL DIST,21065,24.3165,24.3165,42.3165
Delta,Wells,211140,0,,ESCANABA AREA PUBLIC SCHOOLS,21010,23.3713,23.3713,41.1075
Delta,Escanaba,212010,1,,ESCANABA AREA PUBLIC SCHOOLS,21010,41.4133,41.4133,59.1495
Delta,Gladstone,212020,1,,GLADSTONE AREA SCHOOLS,21025,36.8395,36.8395,54.8395
Dickinson,Breen,221010,0,,NORTH DICKINSON CO SCH DIST,22045,27.2323,27.2323,45.2323
Dickinson,Breitung,221020,0,,BREITUNG TWP SCHOOL DISTRICT,22030,24.1910,24.1910,42.1910
Dickinson,Felch,221030,0,,NORTH DICKINSON CO SCH DIST,22045,25.2847,25.2847,43.2847
Dickinson,Norway,221040,0,,NORWAY VULCAN AREA SCHOOLS,22025,26.3362,26.3362,44.1621
Dickinson,Sagola,221050,0,,NORTH DICKINSON CO SCH DIST,22045,26.1812,26.1812,44.1812
Dickinson,Waucedah,221060,0,,NORWAY VULCAN AREA SCHOOLS,22025,26.3477,26.3477,44.1736
Dickinson,West Branch,221070,0,,NORTH DICKINSON CO SCH DIST,22045,23.8083,23.8083,41.8083
Dickinson,Iron Mountain,222010,1,,IRON MOUNTAIN CITY SCH DIST,22010,44.2364,44.2364,62.0407
Dickinson,Iron Mountain,222010,1,,BREITUNG TWP SCHOOL DISTRICT,22030,41.1331,41.1331,59.1331
Dickinson,Kingsford,222020,1,,BREITUNG TWP SCHOOL DISTRICT,22030,40.6710,40.6710,58.6710
Dickinson,Norway,222030,1,,NORWAY VULCAN AREA SCHOOLS,22025,39.4750,39.4750,57.3009
Eaton,Bellevue,231010,0,,BELLEVUE COMM SCH DIST,23010,31.6744,31.6744,49.6744
Eaton,Bellevue,231010,0,BELLEVUE,BELLEVUE COMM SCH DIST,23010,43.4579,43.4579,61.4579
Eaton,Bellevue,231010,0,,OLIVET COMMUNITY SCHOOLS,23080,32.3544,32.3544,50.3544
Eaton,Benton,231020,0,,CHARLOTTE PUBLIC SCHOOLS,23030,31.5114,31.5114,49.5114
Eaton,Benton,231020,0,,GRAND LEDGE PUBLIC SCHOOLS,23060,33.6147,33.6147,51.6147
Eaton,Benton,231020,0,,TR-GL/CHAR,23064,36.3753,36.3753,54.3753
Eaton,Benton,231020,0,,POTTERVILLE PUBLIC SCHOOLS,23090,35.5251,35.5251,53.5251
Eaton,Benton,231020,0,,TR-GL/CHAR,23165,29.7683,29.7683,47.7683
Eaton,Brookfield,231030,0,,TR-OLIVET/ER,13084,32.4447,32.4447,50.4447
Eaton,Brookfield,231030,0,,CHARLOTTE PUBLIC SCHOOLS,23030,29.0281,29.0281,47.0281
Eaton,Brookfield,231030,0,,EATON RAPIDS PUBLIC SCHOOLS,23050,28.9360,28.9360,46.8029
Eaton,Brookfield,231030,0,,OLIVET COMMUNITY SCHOOLS,23080,32.3347,32.3347,50.3347
Eaton,Brookfield,231030,0,,SPRINGPORT PUBLIC SCHOOLS,38150,31.1042,31.1042,49.0488
Eaton,Carmel,231040,0,,CHARLOTTE PUBLIC SCHOOLS,23030,30.4015,30.4015,48.4015
Eaton,Carmel,231040,0,,MAPLE VALLEY SCHOOL DISTRICT,23065,27.8243,27.8243,45.8243
Eaton,Carmel,231040,0,,OLIVET COMMUNITY SCHOOLS,23080,33.7081,33.7081,51.7081
Eaton,Chester,231050,0,,CHARLOTTE PUBLIC SCHOOLS,23030,29.1024,29.1024,47.1024
Eaton,Chester,231050,0,,MAPLE VALLEY SCHOOL DISTRICT,23065,26.5252,26.5252,44.5252
Eaton,Chester,231050,0,,LAKEWOOD PUBLIC SCHOOLS,34090,23.6626,23.6626,41.6158
Eaton,Delta,231060,0,,GRAND LEDGE PUBLIC SCHOOLS,23060,39.1252,39.1252,57.1252
Eaton,Delta,231060,0,,LANSING PUBLIC SCHOOL DIST,33020,40.0930,40.0930,57.5408
Eaton,Delta,231060,0,,HOLT PUBLIC SCHOOLS,33070,42.5561,42.5561,60.5561
Eaton,Delta,231060,0,,WAVERLY SCHOOLS,33215,43.6103,43.6103,57.8419
Eaton,Eaton,231070,0,,CHARLOTTE PUBLIC SCHOOLS,23030,29.6180,29.6180,47.6180
Eaton,Eaton,231070,0,,EATON RAPIDS PUBLIC SCHOOLS,23050,29.5259,29.5259,47.3928
Eaton,Eaton Rapids,231080,0,,CHARLOTTE PUBLIC SCHOOLS,23030,30.0329,30.0329,48.0329
Eaton,Eaton Rapids,231080,0,,EATON RAPIDS PUBLIC SCHOOLS,23050,29.9408,29.9408,47.8077
Eaton,Hamlin,231090,0,,EATON RAPIDS PUBLIC SCHOOLS,23050,30.8975,30.8975,48.7644
Eaton,Hamlin,231090,0,,SPRINGPORT PUBLIC SCHOOLS,38150,33.0657,33.0657,51.0103
Eaton,Kalamo,231100,0,,BELLEVUE COMM SCH DIST,23010,31.6540,31.6540,49.6540
Eaton,Kalamo,231100,0,,CHARLOTTE PUBLIC SCHOOLS,23030,29.0274,29.0274,47.0274
Eaton,Kalamo,231100,0,,MAPLE VALLEY SCHOOL DISTRICT,23065,26.4502,26.4502,44.4502
Eaton,Kalamo,231100,0,,OLIVET COMMUNITY SCHOOLS,23080,32.3340,32.3340,50.3340
Eaton,Oneida,231110,0,,CHARLOTTE PUBLIC SCHOOLS,23030,35.2093,35.2093,53.2093
Eaton,Oneida,231110,0,,GRAND LEDGE PUBLIC SCHOOLS,23060,37.3126,37.3126,55.3126
Eaton,Oneida,231110,0,,POTTERVILLE PUBLIC SCHOOLS,23090,39.2230,39.2230,57.2230
Eaton,Oneida,231110,0,,ONEIDA TWP SCHOOL DISTRICT 3,23490,33.2795,33.2795,38.9847
Eaton,Oneida,231110,0,,PORTLAND PUBLIC SCHOOL DIST,34110,35.5882,35.5882,53.5720
Eaton,Roxand,231120,0,,CHARLOTTE PUBLIC SCHOOLS,23030,29.8768,31.8768,49.8768
Eaton,Roxand,231120,0,,TR-CHARLOTTE/LOUCKS,23045,26.7996,28.7996,46.7996
Eaton,Roxand,231120,0,,GRAND LEDGE PUBLIC SCHOOLS,23060,31.9801,33.9801,51.9801
Eaton,Roxand,231120,0,MULLIKEN,GRAND LEDGE PUBLIC SCHOOLS,23060,37.1394,39.1394,57.1394
Eaton,Roxand,231120,0,,TR-GL/LAKEWOOD,23163,25.5607,27.5607,27.5607
Eaton,Roxand,231120,0,,TR-GR.LDG/LK,23164,31.5807,33.5807,51.5807
Eaton,Roxand,231120,0,,TR-GL/LOUCKS,23166,30.5607,32.5607,50.5607
Eaton,Roxand,231120,0,,LAKEWOOD PUBLIC SCHOOLS,34090,24.4370,26.4370,44.3902
Eaton,Roxand,231120,0,,TR-LKWOOD/GR.LDG,34098,32.7670,34.7670,52.7670
Eaton,Sunfield,231130,0,,MAPLE VALLEY SCHOOL DISTRICT,23065,27.5262,31.0262,49.0262
Eaton,Sunfield,231130,0,,LAKEWOOD PUBLIC SCHOOLS,34090,24.6636,28.1636,46.1168
Eaton,Sunfield,231130,0,SUNFIELD,LAKEWOOD PUBLIC SCHOOLS,34090,35.1636,38.6636,56.6168
Eaton,Vermontville,231140,0,,MAPLE VALLEY SCHOOL DISTRICT,23065,28.4657,28.4657,46.4657
Eaton,Vermontville,231140,0,VERMONTVILLE,MAPLE VALLEY SCHOOL DISTRICT,23065,37.9801,37.9801,55.9801
Eaton,Vermontville,231140,0,,LAKEWOOD PUBLIC SCHOOLS,34090,25.6031,25.6031,43.5563
Eaton,Walton,231150,0,,BELLEVUE COMM SCH DIST,23010,31.6738,31.6738,49.6738
Eaton,Walton,231150,0,,OLIVET COMMUNITY SCHOOLS,23080,32.3538,32.3538,50.3538
Eaton,Windsor,231160,0,,CHARLOTTE PUBLIC SCHOOLS,23030,32.8452,32.8452,50.8452
Eaton,Windsor,231160,0,,EATON RAPIDS PUBLIC SCHOOLS,23050,32.7531,32.7531,50.6200
Eaton,Windsor,231160,0,,GRAND LEDGE PUBLIC SCHOOLS,23060,34.9485,34.9485,52.9485
Eaton,Windsor,231160,0,,POTTERVILLE PUBLIC SCHOOLS,23090,36.8589,36.8589,54.8589
Eaton,Windsor,231160,0,,LANSING PUBLIC SCHOOL DIST,33020,35.9163,35.9163,53.3641
Eaton,Windsor,231160,0,,HOLT PUBLIC SCHOOLS,33070,38.3794,38.3794,56.3794
Eaton,Windsor,231160,0,DIMONDALE,HOLT PUBLIC SCHOOLS,33070,48.3794,48.3794,66.3794
Eaton,Windsor,231160,0,,TR-HOLT/ER,33077,38.5294,38.5294,56.5294
Eaton,Windsor,231160,0,,TR-HOLT/ER 91,33078,36.8294,36.8294,54.8294
Eaton,Windsor,231160,0,,TR-HOLT/ER,33080,40.2294,40.2294,58.2294
Eaton,Windsor,231160,0,,TR-HOLT/ER,33082,33.5494,33.5494,51.5494
